Date,ID,n_adults,n_children,weekend_nights,week_nights,meal_plan,car_parking_space,room_type,lead_time,market_segment,repeated_guest,previous_cancellations,previous_bookings_Not Cancelled,avg_room_price,special_requests,status
2018-07-14,INN00608,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,Offline,0,0,0,85,0,Not Cancelled
2018-12-28,INN00609,2,0,0,4,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,168.73,0,Not Cancelled
2018-12-08,INN00610,2,0,1,3,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,100.38,0,Not Cancelled
2018-07-27,INN00611,2,0,2,5,Meal Plan 1,0,Room_Type 1,164,Online,0,0,0,99.45,0,Cancelled
2018-09-27,INN00612,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,160,0,Not Cancelled
2018-10-02,INN00613,2,0,2,1,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,126,1,Not Cancelled
2018-08-01,INN00614,3,0,1,2,Meal Plan 1,0,Room_Type 1,191,Offline,0,0,0,96.9,0,Not Cancelled
2017-10-17,INN00615,2,2,2,4,Meal Plan 1,0,Room_Type 2,33,Online,0,0,0,95,2,Not Cancelled
2017-09-05,INN00616,2,0,2,1,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,94.5,3,Not Cancelled
2017-09-07,INN00617,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,98.8,0,Not Cancelled
2018-07-10,INN00618,2,0,2,1,Not Selected,0,Room_Type 1,53,Online,0,0,0,100.5,1,Not Cancelled
2018-06-19,INN00619,2,0,1,0,Meal Plan 2,0,Room_Type 7,8,Complementary,1,0,1,0,1,Not Cancelled
2018-05-29,INN00620,2,0,2,1,Meal Plan 1,0,Room_Type 1,107,Online,0,0,0,80.75,1,Cancelled
2018-04-06,INN00621,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104,0,Not Cancelled
2018-04-29,INN00622,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,Offline,0,0,0,89.75,0,Not Cancelled
2017-08-25,INN00623,2,2,0,2,Meal Plan 1,0,Room_Type 6,0,Online,0,0,0,156,1,Not Cancelled
2018-06-11,INN00624,2,0,1,1,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,136,2,Not Cancelled
2018-12-02,INN00625,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Corporate,0,0,0,85,1,Not Cancelled
2017-10-14,INN00626,2,0,0,4,Meal Plan 1,0,Room_Type 4,41,Online,0,0,0,87.54,1,Not Cancelled
2017-09-09,INN00627,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,Corporate,0,0,0,100,0,Not Cancelled
2018-10-01,INN00628,2,0,2,2,Meal Plan 1,0,Room_Type 1,167,Online,0,0,0,108.9,1,Cancelled
2018-06-14,INN00629,2,0,0,3,Not Selected,0,Room_Type 1,34,Online,0,0,0,107.1,1,Not Cancelled
2018-04-04,INN00630,2,0,1,2,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,80,0,Cancelled
2018-05-05,INN00631,2,0,0,3,Meal Plan 1,0,Room_Type 1,259,Online,0,0,0,90,0,Cancelled
2018-05-12,INN00632,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Online,0,0,0,105.3,1,Not Cancelled
2018-02-11,INN00633,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,80,2,Not Cancelled
2018-08-25,INN00634,2,0,0,2,Meal Plan 1,1,Room_Type 4,107,Online,0,0,0,142.2,0,Not Cancelled
2018-04-05,INN00635,2,0,0,3,Meal Plan 1,0,Room_Type 4,35,Online,0,0,0,131.4,1,Not Cancelled
2018-06-24,INN00636,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95,0,Not Cancelled
2018-04-01,INN00637,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,111,0,Cancelled
2018-10-06,INN00638,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,Offline,0,0,0,85,1,Not Cancelled
2018-08-24,INN00639,3,0,0,4,Meal Plan 1,0,Room_Type 4,137,Online,0,0,0,130.95,0,Cancelled
2017-09-18,INN00640,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,101.5,0,Not Cancelled
2018-02-28,INN00641,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,82,0,Not Cancelled
2017-09-13,INN00642,2,0,2,2,Meal Plan 1,1,Room_Type 1,34,Online,0,0,0,94.5,2,Not Cancelled
2018-08-28,INN00643,2,0,2,1,Meal Plan 1,0,Room_Type 1,56,Online,0,0,0,109.8,0,Cancelled
2018-07-10,INN00644,2,0,2,4,Meal Plan 1,0,Room_Type 1,149,Online,0,0,0,72.25,0,Cancelled
2018-02-06,INN00645,2,0,2,2,Not Selected,0,Room_Type 1,12,Online,0,0,0,55.72,0,Not Cancelled
2018-10-17,INN00646,3,0,1,1,Meal Plan 1,0,Room_Type 4,52,Online,0,0,0,158.4,1,Cancelled
2018-03-30,INN00647,2,0,1,4,Meal Plan 1,0,Room_Type 4,191,Offline,0,0,0,69,0,Not Cancelled
2018-10-13,INN00648,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105,0,Not Cancelled
2018-12-29,INN00649,2,0,0,3,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,219.6,0,Cancelled
2018-01-08,INN00650,1,0,2,3,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,44.8,0,Not Cancelled
2018-10-26,INN00651,2,0,0,1,Not Selected,0,Room_Type 1,7,Online,0,0,0,120,0,Not Cancelled
2018-03-25,INN00652,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,Online,0,0,0,100,0,Cancelled
2018-06-07,INN00653,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,109,0,Not Cancelled
2018-08-19,INN00654,0,2,1,2,Meal Plan 1,0,Room_Type 2,78,Online,0,0,0,115.68,1,Not Cancelled
2018-09-16,INN00655,2,0,1,2,Meal Plan 1,0,Room_Type 1,31,Offline,0,0,0,75,0,Not Cancelled
2018-06-17,INN00656,2,0,0,2,Meal Plan 2,0,Room_Type 5,37,Offline,0,0,0,134.1,1,Not Cancelled
2018-05-29,INN00657,2,0,2,1,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,124.1,1,Not Cancelled
2018-08-17,INN00658,4,0,0,2,Meal Plan 1,0,Room_Type 7,32,Online,0,0,0,214.75,1,Not Cancelled
2018-10-31,INN00659,2,0,1,2,Meal Plan 1,0,Room_Type 1,48,Offline,0,0,0,75,0,Not Cancelled
2017-11-23,INN00660,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,Online,0,0,0,72.25,2,Not Cancelled
2018-03-07,INN00661,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,80,0,Not Cancelled
2018-09-20,INN00662,2,0,0,1,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,139,1,Not Cancelled
2018-01-28,INN00663,1,0,0,1,Meal Plan 1,0,Room_Type 1,10,Corporate,0,0,0,66,0,Not Cancelled
2018-05-31,INN00664,1,0,0,3,Meal Plan 1,0,Room_Type 1,43,Online,0,0,0,115.5,0,Not Cancelled
2018-08-08,INN00665,2,1,1,1,Meal Plan 1,1,Room_Type 1,27,Online,0,0,0,195.5,2,Not Cancelled
2018-10-23,INN00666,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Online,0,0,0,115,1,Cancelled
2017-09-18,INN00667,1,0,0,1,Meal Plan 2,0,Room_Type 1,72,Offline,0,0,0,84,0,Not Cancelled
2018-10-16,INN00668,2,0,2,1,Not Selected,0,Room_Type 1,10,Online,0,0,0,107.8,3,Not Cancelled
2018-10-13,INN00669,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105,0,Not Cancelled
2018-04-08,INN00670,2,0,2,3,Meal Plan 1,0,Room_Type 1,170,Offline,0,0,0,78,0,Not Cancelled
2018-06-24,INN00671,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,Offline,0,0,0,90,0,Not Cancelled
2018-07-09,INN00672,2,0,1,1,Not Selected,0,Room_Type 1,49,Online,0,0,0,105.3,0,Cancelled
2018-02-25,INN00673,2,0,0,3,Meal Plan 1,0,Room_Type 1,51,Online,0,0,0,80.3,1,Not Cancelled
2018-02-08,INN00674,1,0,1,0,Meal Plan 2,0,Room_Type 1,3,Online,0,0,0,129,1,Not Cancelled
2018-06-24,INN00675,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,Online,0,0,0,115,1,Cancelled
2018-09-11,INN00676,2,0,2,0,Not Selected,0,Room_Type 1,34,Online,0,0,0,125.1,2,Not Cancelled
2018-02-27,INN00677,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,103,1,Not Cancelled
2018-05-01,INN00678,2,0,2,0,Not Selected,1,Room_Type 1,77,Online,0,0,0,125.1,0,Not Cancelled
2018-06-17,INN00679,1,0,2,5,Not Selected,0,Room_Type 1,60,Online,0,0,0,96.17,1,Cancelled
2017-09-25,INN00680,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,185,0,Not Cancelled
2018-06-12,INN00681,2,0,2,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,69.74,0,Not Cancelled
2018-07-09,INN00682,2,2,2,3,Meal Plan 1,0,Room_Type 6,136,Online,0,0,0,172.55,0,Cancelled
2018-01-28,INN00683,1,0,0,3,Meal Plan 1,1,Room_Type 1,4,Online,0,0,0,95,1,Not Cancelled
2018-09-09,INN00684,2,1,1,2,Meal Plan 2,0,Room_Type 1,68,Online,0,0,0,166.35,2,Not Cancelled
2018-11-18,INN00685,2,0,0,1,Not Selected,1,Room_Type 1,1,Online,0,0,0,108,1,Not Cancelled
2018-03-21,INN00686,2,0,1,3,Meal Plan 1,0,Room_Type 4,61,Online,0,0,0,102,0,Not Cancelled
2018-05-13,INN00687,2,0,1,2,Meal Plan 1,0,Room_Type 7,40,Online,0,0,0,203.73,2,Not Cancelled
2018-11-17,INN00688,2,0,2,5,Not Selected,0,Room_Type 1,6,Online,0,0,0,78.69,0,Cancelled
2018-11-03,INN00689,2,0,0,3,Not Selected,0,Room_Type 1,58,Online,0,0,0,79.2,0,Cancelled
2018-03-16,INN00690,1,0,0,2,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,76.5,1,Not Cancelled
2018-06-03,INN00691,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,Online,0,0,0,100,0,Cancelled
2018-12-14,INN00692,2,0,0,4,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,88.4,1,Not Cancelled
2018-07-06,INN00693,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,110,0,Cancelled
2018-10-28,INN00694,2,0,1,2,Meal Plan 1,0,Room_Type 4,189,Online,0,0,0,109.8,0,Cancelled
2018-12-03,INN00695,2,0,2,1,Meal Plan 1,0,Room_Type 1,271,Offline,0,0,0,78.3,0,Not Cancelled
2017-07-01,INN00696,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Online,0,0,0,101.5,0,Cancelled
2018-07-28,INN00697,2,0,2,4,Not Selected,0,Room_Type 1,207,Online,0,0,0,80.75,1,Not Cancelled
2018-12-25,INN00698,2,0,2,2,Meal Plan 1,0,Room_Type 1,108,Online,0,0,0,104,2,Not Cancelled
2018-03-15,INN00699,2,0,0,3,Not Selected,0,Room_Type 1,39,Online,0,0,0,51.19,0,Not Cancelled
2018-11-05,INN00700,2,1,0,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,150,1,Cancelled
2018-08-12,INN00701,2,0,1,2,Meal Plan 1,0,Room_Type 4,177,Online,0,0,0,127.8,1,Cancelled
2017-09-17,INN00702,2,0,0,1,Not Selected,0,Room_Type 4,15,Online,0,0,0,115,3,Not Cancelled
2018-05-05,INN00703,2,0,0,1,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,156,1,Not Cancelled
2018-12-23,INN00704,3,0,2,2,Meal Plan 1,0,Room_Type 4,60,Online,0,0,0,130.9,0,Cancelled
2018-10-04,INN00705,2,0,0,3,Not Selected,0,Room_Type 1,21,Online,0,0,0,116.1,0,Cancelled
2018-09-11,INN00706,2,0,2,0,Not Selected,0,Room_Type 1,24,Online,0,0,0,71.69,1,Not Cancelled
2018-04-24,INN00707,1,1,2,3,Meal Plan 2,0,Room_Type 1,76,Offline,0,0,0,98.5,1,Not Cancelled
2018-07-13,INN00708,2,0,0,3,Not Selected,0,Room_Type 1,146,Online,0,0,0,94.5,1,Not Cancelled
2018-06-15,INN00709,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,130,0,Cancelled
2017-07-11,INN00710,2,0,2,1,Meal Plan 1,0,Room_Type 1,114,Online,0,0,0,76.5,0,Cancelled
2018-08-31,INN00711,2,0,0,4,Meal Plan 1,0,Room_Type 1,256,Online,0,0,0,90.95,0,Cancelled
2017-10-08,INN00712,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,Offline,0,0,0,72.75,0,Not Cancelled
2018-11-16,INN00713,2,0,0,1,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,93,0,Not Cancelled
2018-09-16,INN00714,2,0,0,2,Meal Plan 1,0,Room_Type 4,64,Online,0,0,0,168.3,1,Not Cancelled
2018-10-12,INN00715,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,Offline,0,0,0,75,0,Not Cancelled
2017-08-09,INN00716,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,105,0,Not Cancelled
2018-02-14,INN00717,2,0,2,0,Not Selected,1,Room_Type 1,37,Online,0,0,0,78.5,1,Not Cancelled
2018-07-02,INN00718,2,0,2,5,Meal Plan 1,0,Room_Type 1,54,Online,0,0,0,119.7,0,Cancelled
2018-09-07,INN00719,3,0,0,3,Meal Plan 1,0,Room_Type 4,81,Online,0,0,0,168.3,0,Cancelled
2018-05-27,INN00720,3,0,0,1,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,197,1,Not Cancelled
2017-10-04,INN00721,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,Offline,0,0,0,91,0,Not Cancelled
2018-02-13,INN00722,2,0,2,3,Meal Plan 1,0,Room_Type 1,11,Offline,0,0,0,85,0,Not Cancelled
2018-02-05,INN00723,2,0,2,2,Not Selected,0,Room_Type 1,4,Online,0,0,0,81,0,Cancelled
2017-09-04,INN00724,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,Offline,0,0,0,116,0,Not Cancelled
2018-08-18,INN00725,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Online,0,0,0,115,1,Cancelled
2018-02-15,INN00726,2,1,1,3,Meal Plan 1,0,Room_Type 4,3,Online,0,0,0,106,2,Not Cancelled
2018-04-16,INN00727,2,0,2,1,Meal Plan 1,0,Room_Type 4,62,Online,0,0,0,118.8,0,Cancelled
2018-10-20,INN00728,2,0,0,3,Meal Plan 1,0,Room_Type 4,91,Online,0,0,0,132.3,2,Cancelled
2018-08-21,INN00729,2,0,1,0,Meal Plan 1,1,Room_Type 4,123,Online,0,0,0,146.7,0,Not Cancelled
2018-03-02,INN00730,2,0,0,3,Meal Plan 1,0,Room_Type 4,13,Online,0,0,0,86.8,1,Not Cancelled
2018-11-01,INN00731,2,0,0,4,Meal Plan 2,0,Room_Type 1,152,Offline,0,0,0,98,0,Not Cancelled
2018-05-02,INN00732,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,100,1,Not Cancelled
2018-08-14,INN00733,2,2,4,10,Meal Plan 1,0,Room_Type 6,222,Online,0,0,0,158.95,0,Cancelled
2018-09-18,INN00734,2,0,2,2,Meal Plan 1,0,Room_Type 4,47,Online,0,0,0,119.52,0,Not Cancelled
2018-05-03,INN00735,2,0,0,3,Meal Plan 2,0,Room_Type 1,88,Offline,0,0,0,117,1,Not Cancelled
2018-04-27,INN00736,2,0,0,3,Meal Plan 1,0,Room_Type 4,26,Online,0,0,0,140.67,0,Cancelled
2017-10-15,INN00737,2,0,2,3,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,94.95,1,Not Cancelled
2018-05-11,INN00738,2,0,2,5,Not Selected,0,Room_Type 1,104,Online,0,0,0,109.65,0,Cancelled
2018-12-30,INN00739,2,0,1,2,Not Selected,0,Room_Type 1,7,Online,0,0,0,120,0,Not Cancelled
2018-03-18,INN00740,2,0,1,2,Meal Plan 1,0,Room_Type 1,128,Online,0,0,0,67.22,0,Not Cancelled
2018-03-16,INN00741,1,0,0,3,Meal Plan 1,0,Room_Type 2,11,Offline,0,0,0,62,0,Not Cancelled
2018-03-04,INN00742,2,0,0,1,Not Selected,0,Room_Type 1,6,Online,0,0,0,91,0,Not Cancelled
2018-03-17,INN00743,2,0,2,4,Meal Plan 1,0,Room_Type 1,23,Offline,0,0,0,68,0,Not Cancelled
2018-11-03,INN00744,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Online,0,0,0,89,0,Cancelled
2017-08-08,INN00745,2,0,2,1,Meal Plan 2,0,Room_Type 1,4,Offline,0,0,0,94.5,0,Not Cancelled
2018-08-15,INN00746,3,0,1,2,Meal Plan 1,0,Room_Type 4,25,Online,0,0,0,187,1,Cancelled
2018-12-21,INN00747,3,0,0,4,Meal Plan 2,0,Room_Type 1,65,Offline,0,0,0,122.65,0,Not Cancelled
2018-02-25,INN00748,1,0,0,1,Meal Plan 1,0,Room_Type 1,21,Corporate,0,0,0,68,1,Not Cancelled
2018-03-19,INN00749,3,0,1,1,Meal Plan 1,0,Room_Type 4,45,Online,0,0,0,131.4,1,Cancelled
2018-04-15,INN00750,2,0,2,3,Meal Plan 2,0,Room_Type 1,25,Online,0,0,0,149.4,0,Cancelled
2018-05-24,INN00751,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,100,0,Not Cancelled
2018-06-06,INN00752,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Online,0,0,0,115,1,Cancelled
2018-10-20,INN00753,2,0,0,3,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,160,2,Not Cancelled
2018-04-16,INN00754,2,1,2,1,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,127.67,2,Not Cancelled
2018-12-07,INN00755,2,0,0,3,Not Selected,0,Room_Type 1,52,Online,0,0,0,79.2,2,Not Cancelled
2017-12-01,INN00756,2,0,0,2,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,69,2,Not Cancelled
2018-09-21,INN00757,2,0,0,4,Meal Plan 2,0,Room_Type 1,296,Online,0,0,0,117,1,Cancelled
2017-10-10,INN00758,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,Online,0,0,0,70,0,Cancelled
2018-03-08,INN00759,3,0,0,3,Meal Plan 1,0,Room_Type 4,31,Online,0,0,0,114.3,2,Not Cancelled
2018-11-01,INN00760,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,110,0,Cancelled
2018-09-01,INN00761,1,2,0,3,Meal Plan 1,0,Room_Type 6,30,Online,0,0,0,181.8,1,Not Cancelled
2018-04-01,INN00762,2,0,2,2,Not Selected,0,Room_Type 1,68,Online,0,0,0,75.65,1,Cancelled
2018-04-17,INN00763,2,0,2,3,Meal Plan 1,0,Room_Type 1,194,Online,0,0,0,77.23,2,Not Cancelled
2018-01-03,INN00764,2,0,2,1,Meal Plan 1,0,Room_Type 1,145,Offline,0,0,0,65,0,Not Cancelled
2018-07-21,INN00765,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Online,0,0,0,115,0,Cancelled
2017-09-07,INN00766,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,118.8,0,Cancelled
2018-05-31,INN00767,2,0,0,4,Meal Plan 1,0,Room_Type 4,24,Online,0,0,0,127.48,1,Not Cancelled
2018-05-06,INN00768,2,0,1,2,Meal Plan 1,0,Room_Type 4,124,Online,0,0,0,114.3,0,Not Cancelled
2018-12-03,INN00769,2,0,2,2,Meal Plan 1,0,Room_Type 4,44,Offline,0,0,0,87.2,0,Not Cancelled
2017-07-01,INN00770,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Online,0,0,0,101.5,0,Cancelled
2017-10-02,INN00771,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100,0,Not Cancelled
2018-07-27,INN00772,2,0,0,4,Not Selected,0,Room_Type 1,153,Online,0,0,0,91.38,1,Not Cancelled
2018-08-01,INN00773,2,1,3,9,Meal Plan 1,0,Room_Type 1,155,Online,0,0,0,119.71,1,Cancelled
2018-06-02,INN00774,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,119,0,Not Cancelled
2018-07-28,INN00775,2,0,0,1,Not Selected,0,Room_Type 1,29,Online,0,0,0,139,1,Not Cancelled
2018-08-29,INN00776,2,0,1,3,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,109.8,1,Not Cancelled
2018-09-14,INN00777,1,0,0,3,Meal Plan 1,0,Room_Type 1,91,Corporate,1,3,15,65,0,Not Cancelled
2018-07-02,INN00778,2,0,0,1,Meal Plan 1,0,Room_Type 4,76,Online,0,0,0,131.4,0,Cancelled
2018-04-12,INN00779,2,0,0,3,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,96.3,3,Not Cancelled
2018-02-15,INN00780,1,0,1,2,Meal Plan 1,0,Room_Type 1,4,Complementary,1,0,1,0,1,Not Cancelled
2018-04-20,INN00781,2,0,0,2,Meal Plan 1,0,Room_Type 4,25,Online,0,0,0,137,1,Not Cancelled
2018-06-17,INN00782,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,75,0,Cancelled
2018-12-27,INN00783,3,0,0,3,Meal Plan 1,0,Room_Type 1,74,Offline,0,0,0,92.65,0,Not Cancelled
2018-06-04,INN00784,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,Online,0,0,0,62.8,0,Cancelled
2018-10-22,INN00785,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,160,0,Cancelled
2018-06-24,INN00786,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,Offline,0,0,0,90,0,Not Cancelled
2018-08-21,INN00787,2,0,3,5,Meal Plan 1,1,Room_Type 1,122,Offline,0,0,0,81.26,2,Not Cancelled
2018-05-25,INN00788,1,0,0,4,Meal Plan 1,0,Room_Type 1,158,Online,0,0,0,114.75,1,Cancelled
2018-04-29,INN00789,2,0,1,2,Meal Plan 1,0,Room_Type 1,119,Online,0,0,0,99.3,0,Not Cancelled
2018-10-03,INN00790,1,0,1,0,Meal Plan 1,0,Room_Type 1,6,Corporate,0,0,0,89,0,Not Cancelled
2018-04-15,INN00791,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Online,0,0,0,85,0,Cancelled
2018-03-20,INN00792,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,Online,0,0,0,75,0,Cancelled
2017-09-30,INN00793,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,Offline,1,1,0,102.6,0,Not Cancelled
2018-06-04,INN00794,2,0,2,2,Meal Plan 1,0,Room_Type 4,121,Offline,0,0,0,90.95,0,Not Cancelled
2018-07-30,INN00795,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,Online,0,0,0,115,1,Cancelled
2018-12-24,INN00796,2,0,2,1,Meal Plan 1,0,Room_Type 1,349,Online,0,0,0,78.3,0,Cancelled
2018-05-19,INN00797,1,0,0,1,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,121.5,0,Cancelled
2018-06-14,INN00798,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120,0,Not Cancelled
2018-08-31,INN00799,2,0,0,4,Meal Plan 1,0,Room_Type 1,200,Online,0,0,0,105.4,1,Cancelled
2018-10-21,INN00800,2,0,1,2,Meal Plan 1,0,Room_Type 4,71,Online,0,0,0,101.87,1,Not Cancelled
2018-09-28,INN00801,1,0,0,1,Meal Plan 1,0,Room_Type 1,105,Corporate,1,3,17,65,0,Not Cancelled
2017-11-06,INN00802,2,0,0,2,Meal Plan 1,1,Room_Type 1,6,Online,0,0,0,116,0,Not Cancelled
2018-04-21,INN00803,1,0,0,1,Not Selected,0,Room_Type 1,76,Online,0,0,0,69.3,1,Not Cancelled
2017-09-30,INN00804,1,0,0,2,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,90.25,2,Not Cancelled
2018-09-02,INN00805,2,0,2,3,Meal Plan 1,0,Room_Type 1,179,Online,0,0,0,119.85,0,Cancelled
2017-12-06,INN00806,2,0,1,0,Meal Plan 1,0,Room_Type 1,81,Online,0,0,0,76.5,2,Not Cancelled
2018-10-27,INN00807,2,0,0,3,Not Selected,0,Room_Type 1,35,Online,0,0,0,109,2,Not Cancelled
2018-05-21,INN00808,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,Online,0,0,0,126.9,1,Not Cancelled
2018-07-19,INN00809,1,0,0,1,Meal Plan 1,0,Room_Type 1,34,Corporate,0,0,0,65,0,Not Cancelled
2018-01-02,INN00810,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,86,0,Not Cancelled
2018-07-14,INN00811,2,0,1,3,Not Selected,0,Room_Type 1,5,Online,0,0,0,139,1,Not Cancelled
2018-09-04,INN00812,2,0,2,0,Meal Plan 1,0,Room_Type 2,48,Online,0,0,0,109.8,1,Not Cancelled
2018-05-12,INN00813,2,0,2,3,Meal Plan 1,0,Room_Type 4,54,Online,0,0,0,132.6,0,Cancelled
2018-06-10,INN00814,1,0,1,2,Meal Plan 1,0,Room_Type 1,57,Offline,0,0,0,75.33,0,Not Cancelled
2017-09-09,INN00815,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,65,0,Not Cancelled
2018-11-26,INN00816,2,0,2,1,Meal Plan 1,0,Room_Type 1,130,Offline,0,0,0,68,0,Not Cancelled
2017-12-26,INN00817,2,1,4,6,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,113.85,0,Not Cancelled
2018-04-12,INN00818,2,0,0,3,Meal Plan 1,0,Room_Type 1,89,Online,0,0,0,96.3,0,Not Cancelled
2018-12-29,INN00819,2,0,0,3,Not Selected,0,Room_Type 1,221,Online,0,0,0,79.5,2,Cancelled
2017-11-10,INN00820,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Corporate,1,0,1,40,1,Not Cancelled
2018-02-28,INN00821,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,76,0,Not Cancelled
2018-09-05,INN00822,2,0,1,1,Meal Plan 1,0,Room_Type 4,139,Offline,0,0,0,90.95,0,Not Cancelled
2018-04-06,INN00823,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104,0,Not Cancelled
2018-06-06,INN00824,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Online,0,0,0,109,0,Cancelled
2017-09-18,INN00825,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,109,0,Not Cancelled
2017-12-11,INN00826,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,75,0,Not Cancelled
2018-07-02,INN00827,3,0,1,1,Meal Plan 1,0,Room_Type 4,47,Online,0,0,0,150.3,2,Not Cancelled
2018-06-08,INN00828,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,120,0,Not Cancelled
2017-07-11,INN00829,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,Offline,0,0,0,94.5,0,Not Cancelled
2018-08-21,INN00830,2,0,2,1,Not Selected,1,Room_Type 1,156,Online,0,0,0,103.5,0,Cancelled
